Ministry/Entity;Buyer;Project Code;Code Nom;State Nom;Organisation;PerimGeo;Region;Date ;Duration;Montant prévisionnel HT (toutes périodes de reconduction incluses);Execution %;Exceution date
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Toulon;Base de défense de Toulon - Travaux d'entretien, de réparation et de remise à niveau des réseaux enterrés ( adduction d'eau, assainissement, et pluvial);37.02.09;Maintenance de voierie et réseaux divers (VRD), hors route;Ministériel;Régional ou infra;PACA;2019T3;48;entre 1 MEuros et 10 MEuros;52%;19/8/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Metz;Réfection de la couverture et des menuiseries Bat 07;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;GRAND EST;2019T4;12;entre 100 KEuros et 1 MEuros;95%;12/11/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Metz;Isolation thermique et reprise étanchéité toiture du bâtiment 0035;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;GRAND EST;2021T3;24;entre 100 KEuros et 1 MEuros;11%;17/9/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Metz;VALDAHON (25) - Camp de passage - Batiments N° 0435 et 0436 : Isolation des façades par l'extérieur;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;GRAND EST;2021T3;24;entre 100 KEuros et 1 MEuros;57%;14/9/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Metz;Meyenheim (68) - DIO - B0093 - Réfection clos couvert et sanitaire;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;GRAND EST;2021T4;72;entre 100 KEuros et 1 MEuros;14%;19/12/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Metz;Mise en conformité des réseaux EU et pluviaux;36.03.02;Tvx réhabilitation infra transports, routes (yc revêtement);Ministériel;Régional ou infra;GRAND EST;2019T3;120;entre 100 KEuros et 1 MEuros;34%;23/8/2019
Plateformes régionales des achats de l'Etat;PFRA GRAND EST;Petits travaux de métallerie et serrurerie;37.03.01;Petits travaux de métallerie et serrurerie;Interministériel;Régional ou infra;GRAND EST;2020T2;48;entre 1 MEuros et 10 MEuros;99%;17/5/2020
Plateformes régionales des achats de l'Etat;PFRA GRAND EST;Maintenance Equipements lutte contre l’incendie;37.02.08;Maintenance instal système de sécurité incendie (SSI);Interministériel;Régional ou infra;GRAND EST;2019T4;48;entre 100 KEuros et 1 MEuros;98%;3/11/2019
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Maintenance plomberie et assainissement intérieur;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Interministériel;Régional ou infra;HAUTS DE France;2019T2;48;entre 1 MEuros et 10 MEuros;93%;12/4/2019
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Prestations de traiteur;41.04.05;Prestations de traiteur;Interministériel;Régional ou infra;HAUTS DE France;2019T1;48;entre 1 MEuros et 10 MEuros;25%;22/1/2019
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Achat et gestion espace publicitaire;38.02.07;Achat et gestion d'espace publicitaire;Interministériel;Régional ou infra;HAUTS DE France;2019T2;48;entre 1 MEuros et 10 MEuros;43%;2/6/2019
Plateformes régionales des achats de l'Etat;PFRA HAUTS DE France;Maintenance des alarmes et des installations de sécurité et de télésurveillance;37.02.12;MAINTENANCE INSTAL MATERIEL DE SECURITE (ACCES, ALARME);Interministériel;Régional ou infra;HAUTS DE France;2019T4;48;entre 1 MEuros et 10 MEuros;88%;20/11/2019
Plateformes régionales des achats de l'Etat;PFRA ILE DE France;Prestation courses et tournées collecte courrier;35.01.07;Prestation courses et tournées collecte courrier;Interministériel;Régional ou infra;ILE DE France;2019T2;48;entre 1 MEuros et 10 MEuros;33%;15/5/2019
Ministère de la Justice;DISP SUD (Toulouse);Dératisation-désinsectisation pour les établissements pénitentiaires de la DISP de Toulouse;37.01.06;Dératisation, désinfection, désinsectisation;Ministériel;Inter-régionnal;OCCITANIE;2020T4;48;entre 100 KEuros et 1 MEuros;39%;27/10/2020
Ministère de la Justice;CA DOUAI;Documentation juridique (Berger levrault);41.01.04;Base de données documentaires;Ministériel;Inter-régionnal;HAUTS DE France;2020T2;36;entre 100 KEuros et 1 MEuros;30%;26/4/2020
Ministère de la Justice;DIR SUD EST (Marseille);Fourniture et livraison d'articles de quincaillerie et outillage pour les établissements pénitentiaires;44.03.14;Autres fournitures et petit équipement;Ministériel;Régional ou infra;PACA;2020T3;48;entre 100 KEuros et 1 MEuros;15%;13/7/2020
Ministère de la Justice;CA PARIS;ACEM EVRY - AJ EVRY;40.01.06;Conseil et expertise métier yc recherche et développement;Ministériel;Régional ou infra;ILE DE France;2020T4;48;entre 100 KEuros et 1 MEuros;47%;27/10/2020
Ministère de la Justice;CA PARIS;ACEM DE L'AJ DE CRETEIL;40.01.06;Conseil et expertise métier yc recherche et développement;Ministériel;Régional ou infra;ILE DE France;2019T1;48;entre 100 KEuros et 1 MEuros;21%;4/1/2019
Ministère de la Justice;DISP CENTRE-EST (Lyon);Prestations de nettoyage du Centre pénitentiaire de Moulins-Yzeure;45.05.07;Autres prestations et services;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;83%;26/11/2020
Ministère de la Justice;CA PARIS;Prestations d'entretien des ascenseurs (3 LOTS) - RESSORT;37.02.04;Maintenance ascenseur, monte charge, escalier mécanique;Ministériel;Régional ou infra;ILE DE France;2020T4;48;entre 100 KEuros et 1 MEuros;84%;26/11/2020
Ministère de la Justice;CA PARIS;ACEM PALAIS DE JUSTICE DE PARIS - CA PARIS;40.01.06;Conseil et expertise métier yc recherche et développement;Ministériel;Régional ou infra;ILE DE France;2018T4;48;entre 100 KEuros et 1 MEuros;62%;2/12/2018
Ministère de la Justice;CA DOUAI;Documentation juridique (Wolters Kluwers);41.01.04;Base de données documentaires;Ministériel;Inter-régionnal;HAUTS DE France;2020T2;36;entre 100 KEuros et 1 MEuros;39%;7/6/2020
Ministère de la Justice;DISP GRAND-OUEST (Rennes);VAL DE REUIL CD - rénovation des douches;36.04.02;Prestation  de maîtrise d'œuvre (MOE);Ministériel;Régional ou infra;BRETAGNE;2019T2;36;entre 100 KEuros et 1 MEuros;11%;1/4/2019
Ministère de la Justice;DISP GRAND-OUEST (Rennes);LORIENT CP - placement extérieur;40.01.04;Prestation de reconversion, retour à l'emploi;Ministériel;Inter-régionnal;BRETAGNE;2019T4;48;entre 100 KEuros et 1 MEuros;85%;11/12/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;PRESTATIONS D'ENTRETIEN DES ESPACES VERTS AU PROFITDE L'EAR  DU MONT AGEL;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;OCCITANIE;2020T3;48;entre 100 KEuros et 1 MEuros;85%;23/8/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;CONCESSION DE SERVICE POUR LA MISE A DISPOSITION, LA GESTION ET L'ENTRETIEN DES LAVERIES EN LIBRE-SERVICE AU PROFIT D'UNITES DU GSBDD TOULON.;37.02.10;Maintenance équipements industriels;Ministériel;Régional ou infra;PACA;2020T3;60;entre 100 KEuros et 1 MEuros;95%;24/8/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;LOCATION ET MAINTENANCE DE PHOTOCOPIEURS MONOCHROMES ET PHOTOCOPIEURS POLYCHROMES ET DE LEURS ACCESSOIRES AU PROFIT DE DIVERSES FORMATIONS MILITAIRES DU GROUPEMENT SOUTIEN DE LA BASE DE DEFENSE DE TOULON (GSBDD TOULON) ET DE L’ECOLE DES MARINS POMPIERS DE LA MARINE A MARSEILLE (EMP MARSEILLE). POSTE 1 : LOCATION ET MAINTENANCE D’UN PHOTOCOPIEUR MONOCHROME ET D’UN PHOTOCOPIEUR POLYCHROME ET DE LEURS ACCESSOIRES AU PROFIT DE LA SECTION IMPRIMERIE DU SERVICE SOUTIENS COMMUNS (SSC) DU  GROUPEMENT SOUTIEN DE LA BASE DE DEFENSE DE TOULON (GSBDD TOULON) , POSTE 2 : LOCATION ET MAINTENANCE DE TROIS PHOTOCOPIEURS MONOCHROMES ET D’UN PHOTOCOPIEUR POLYCHROME ET DE  LEURS ACCESSOIRES AU PROFIT DE LA SECTION IMPRIMERIE DU POLE ECOLES DE MEDITERRANEE (PEM EX CIN) DE SAINT MANDRIER DU GROUPEMENT SOUTIEN DE LA BASE DE DEFENSE DE TOULON (GSBDD TOULON). POSTE 3 : LOCATION ET MAINTENANCE D’UN PHOTOCOPIEUR POLYCHROME ET DE SES ACCESSOIRES AU PROFIT DE L'ECOLE DES MARINS POMPIERS DE LA MARINE A MARSEILLE;39.01.04;Maint copieur, mat multifnc, scan, fax (répar. cons encrage);Ministériel;Régional ou infra;PACA;2020T1;36;entre 100 KEuros et 1 MEuros;70%;12/3/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;COLLECTE, AU TRANSPORT ET AU TRAITEMENT DES DECHETS MENAGERS ET DES DECHETS NON DANGEREUX AVEC COLLECTE SEPAREE AU PROFIT DE L’ETABLISSEMENT DE LA DIRECTION GENERALE DE L’ARMEMENT « TECHNIQUES NAVALES » (DGA TN) ET « ESSAIS MISSILES » (DGA EM) DU CONTINENT.POSTE 1 DGA TN POSTE 2 DGA EM;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;PACA;2020T1;48;entre 100 KEuros et 1 MEuros;46%;8/3/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;"MISE EN PLACE DE SESSIONS DE FORMATIONS PROFESSIONNELLES DANS LE DOMAINE BILAN DE COMPETENCES, EN ""INTRA"" AU PROFIT DES AGENTS CIVILS DU MINISTERE DE LA DEFENSE DES REGIONS PROVENCE-ALPES COTE D'AZUR, LANGUEDOC-ROUSSILLON ET CORSE LOT 2/3 : ZONE DE MARSEILLE ET ISTRESLOT 3/3 : ZONE DE NIMES ET CARCASSONNE";40.02.01;Formation informatique (yc bureautique);Ministériel;Régional ou infra;PACA;2019T2;48;entre 100 KEuros et 1 MEuros;26%;16/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;ACQUISITION, PERSONNALISATION ET LIVRAISON D'ARTICLES PROMOTIONNELS AU PROFIT DES SITES SOUTENUS PAR LE GSBDD ISTRES-SALON DE PROVENCE.LOT 1/3 TEXTILE  LOT 2/3 ARTICLES DE BUREAU    LOT 3/3 OBJETS PROMOTIONNELS;38.01.01;Cadeaux et objets promotionnels;Ministériel;Régional ou infra;PACA;2019T3;48;entre 100 KEuros et 1 MEuros;37%;22/9/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;PRESTATIONS DE MAINTENANCE PREVENTIVE ET CURATIVE DES MATERIELS DE RESTAURATION COLLECTIVE AU PROFIT DES UNITES SITUES A LAUDUN ET ORANGE  LOT 1/6   AU PROFIT DES UNITES SITUES A NIMES LOT 2/6  AU PROFIT DES UNITES SITUES A SAINT CHRISTOL LOT 3/6 AU PROFIT DES UNITES SITUES A HYERES LOT 4/6 AU PROFIT DES UNITES SITUES A SAINT MANDRIER LOT 5/6 AU PROFIT DES UNITES SITUES A MARSEILLE LOT 6/6;41.04.07;Maintenance matériel de restauration;Ministériel;Régional ou infra;PACA;2019T4;24;entre 100 KEuros et 1 MEuros;57%;3/10/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;REALISATION ET ENTRETIEN D'ESPACES VERTS.;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T2;48;entre 1 MEuros et 10 MEuros;21%;3/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;SERVICES DE NETTOYAGE.;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;BRETAGNE;2019T1;37;entre 100 KEuros et 1 MEuros;88%;28/3/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;SERVICES D'HYGIENISATION D'INSTALLATIONS.;37.01.06;Dératisation, désinfection, désinsectisation;Ministériel;Régional ou infra;BRETAGNE;2020T2;48;entre 100 KEuros et 1 MEuros;62%;21/4/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;NETTOYAGE DES LOCAUX - MHY;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;ILE DE France;2019T4;48;entre 1 MEuros et 10 MEuros;82%;28/10/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;Fourniture et livraison de produits frais de boulangerie (pains) au profit du cercle du GSBdD IdF SGM;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;ILE DE France;2021T3;48;entre 100 KEuros et 1 MEuros;73%;27/7/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ile-de France;FONTAINES A BONBONNES D'EAU (lot 1) ET DE FONTAINES D'EAU RESEAU (lot;37.02.03;Maintenance plomberie et assainissement intérieur;Ministériel;Inter-régionnal;ILE DE France;2021T4;48;entre 1 MEuros et 10 MEuros;97%;6/12/2021
Ministère des Armées;Service de santé des armées;[TIC] MCO de la GMDMAO / Maintien en condition opérationnelle de la plateforme de gestion de la maintenance des dispositifs médicaux assistée par ordinateur;33.02.07;Support et maintenance logiciels;Ministériel;Régional ou infra;ILE DE France;2019T2;48;entre 100 KEuros et 1 MEuros;60%;22/5/2019
Ministère des Armées;Service de santé des armées;[TIC] VETO : marché de mise en œuvre de la solution, de maintien en condition opérationnelle, d'achat de licences et de matériels;33.02.06;Redevance concession brevet licence logiciel droit auteur;Ministériel;Régional ou infra;ILE DE France;2019T1;48;entre 100 KEuros et 1 MEuros;83%;15/1/2019
Ministère des Armées;Service de santé des armées;[TRAVAUX] Travaux d’entretien locatif, de grosses réparations et d’aménagement dans les bâtiments de l’Institut de recherche biomédical des armées (IRBA);36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;ILE DE France;2020T3;48;entre 1 MEuros et 10 MEuros;63%;24/9/2020
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM -  de Metz - lot 1 : Besançon, Valdahon, Belfort, Vesoul, Lons Le Saunier, Dôle et Lot 7 : Luxeuil;43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;GRAND EST;2021T1;48;entre 100 KEuros et 1 MEuros;88%;7/1/2021
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM ( de Saint Germain en Laye - 1er CMA-NG Paris : secteur Paris Balard, Paris La Tour Maubourg - 2ème CMA-NG Versailles : secteur  Versailles);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;ILE DE France;2021T1;48;entre 1 MEuros et 10 MEuros;67%;24/3/2021
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM ( de Brest - lot n°2 : Lorient);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;BRETAGNE;2021T1;48;entre 100 KEuros et 1 MEuros;74%;15/3/2021
Ministère des Armées;Service de santé des armées;Fourniture De Pieces Detachees Système Perfusion Fresenius;43.04.16;Pièces détachées et consommables pour matériels biomédicaux;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T1;48;entre 100 KEuros et 1 MEuros;18%;11/1/2019
Ministère des Armées;Service de santé des armées;Prestation reglementaire de radiophysique;40.01.06;Conseil et expertise métier yc recherche et développement;Ministériel;Régional ou infra;ILE DE France;2019T3;48;entre 100 KEuros et 1 MEuros;28%;12/9/2019
Ministère des Armées;Service de santé des armées;Fourniture de robinets détendeurs et accessoires pour bouteilles d'oxygène 3 litres, 300 bars;43.06.03;Equipements et matériels opérationnels santé;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T2;48;entre 100 KEuros et 1 MEuros;17%;24/5/2019
Ministère des Armées;Service de santé des armées;Maintenance  machine IMA;44.02.02;Machine et équipement industriel (hors mat impression);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;48;entre 100 KEuros et 1 MEuros;96%;1/7/2019
Ministère des Armées;Service de santé des armées;Maintenance et contrôle qualité des materiels d 'imagerie / M. IRM per-opératoire MEDTRONIC;43.04.15;Prestation de maintenance des matériels biomédicaux;Ministériel;Régional ou infra;PACA;2019T4;48;entre 100 KEuros et 1 MEuros;95%;1/11/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;IMPRESSION : REALISATION DE TRAVAUX DE FINITION D'IMPRESSION - EDIACA - LNM;39.02.04;Services externalisés de repro;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T2;36;entre 100 KEuros et 1 MEuros;37%;18/4/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;RHL VIVRES : PAINS ET VIENNOISERIES A L'ETAT FRAIS - LOT 1 - GAP - CERCLE MES DE GAP LOT 2 - LNM - BA 942 LOT 3 - LNM - 7° RMAT  LOT 4 - GAP - ST ETIENNE DE DEVOLUY POSTE MILITAIRE MONTGENEVRE - GAP (REANCE LOT 5) LOT 6  - LNM - DA 278 AMBERIEU LOT 7 - VLC - CERCLE-MESS;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2021T4;48;entre 100 KEuros et 1 MEuros;61%;2/10/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;FOURNITURES ET LIVRAISON D'ARTICLES POUR LE CONDITIONNEMENT ET LA MANUTENTION AU PROFIT DES FORMATIONS ET DES SERVICES DES GSBDD RATTACHEES A LA PFAF NE;41.05.07;Location maintenance vêtements et EPI;Ministériel;Régional ou infra;GRAND EST;2019T2;36;entre 1 MEuros et 10 MEuros;15%;24/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;APPROVISIONNEMENT EN PAINS ET VIENNOISERIES À L'ETAT FRAIS - 2 LOTS;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;GRAND EST;2019T4;36;entre 100 KEuros et 1 MEuros;82%;15/12/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;COLLECTE ET TRAITEMENT DES DECHETS DANGEREUX - 5 LOTS;41.06.02;Collecte et traitement déchets dangereux;Ministériel;Régional ou infra;GRAND EST;2019T4;36;entre 100 KEuros et 1 MEuros;90%;6/10/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;PLONGE, NETTOYAGE ET ENTRETIEN DES LOCAUX DE PLONGE ET DES LOCAUX POUBELLE - 2 LOTS - EPINAL - LUXEUIL;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2020T3;24;entre 100 KEuros et 1 MEuros;92%;17/9/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;NETTOYAGE ET ENTRETIEN DES LOCAUX ET DES VITRES AU PROFIT DU GSBDD DE STRASBOURG-HAGUENAU;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2020T3;24;entre 100 KEuros et 1 MEuros;77%;1/9/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;APPROVISIONNEMENT EN PAINS ET VIENNOISERIES À L'ETAT FRAIS -4 LOTS -;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;GRAND EST;2021T3;48;entre 1 MEuros et 10 MEuros;66%;4/9/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;FOURNITURE EFFETS HABILLEMENT -  CRAVATES ET LAVALLIERES DESTINEES AUX ELEVES FEMININS ET MASCULINS DES COLLEGES ET LYCEES MILITAIRES;41.05.06;Vêtements de travail divers (prêt à porter);Ministériel;Régional ou infra;GRAND EST;2021T4;48;entre 100 KEuros et 1 MEuros;72%;16/12/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;PRESTATIONS D’ENTRETIEN DES ESPACES VERTS, DEBROUSSAILLAGE ET ENTRETIEN DES TERRAINS DE SPORT, AU PROFIT DE DIVERS ETABLISSEMENTS ET FORMATIONS DU MINISTERE DES ARMÉES SOUTENUS PAR LE GROUPEMENT DE SOUTIEN DE LA BASE DE DEFENSE (GSBDD) DE ISTRES/SALON DE PROVENCE..  POSTE1 : SITE D'ISTRES POSTE 2 :SITES DE SALON DE PROVENCE ET SITE DE LAMANON POSTE 3:  SITES DE MIRAMAS, DU VALLON ET DE FONTVIEILLE. POSTE 4 : SITE DGA EV;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;PACA;2019T3;36;entre 1 MEuros et 10 MEuros;23%;8/7/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;ENTRETIEN PERIODIQUE DES LOCAUX COMMUNS, DES MATERIELS DE PLONGE (LAVERIE ET BATTERIE) DES CENTRES DE RESTAURATION ET DES BATIMENTS D’HOTELLERIE AU PROFIT DU GSBDD DE DRAUIGNAN;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Inter-régionnal;OCCITANIE;2019T2;36;entre 1 MEuros et 10 MEuros;48%;3/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;COLLECTE, TRANSPORT ET TRAITEMENT DES DECHETS D'ACTIVITE DE SOINS A RISQUES INFECTIEUX ET DES DECHETS DANGEREUX DES ACTIVITES ECONOMIQUES AU PROFIT DES ETABLISSEMENTS DE LA BASE DE DEFENSE DE TOULON ET DES ETABLISSEMENTS DE LA DIRECTION GENERALE POUR L'ARMEMENT, REPARTIS EN 3 LOTS.  LOT 2/2 : COLLECTE, TRANSPORT ET TRAITEMENT DES DECHETS D'ACTIVITE DE SOINS A RISQUES INFECTIEUX AU PROFIT DE LA GSBDD TOULON, DGA TN, GSBDD DRAGUIGNAN ET DGA EM;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Inter-régionnal;PACA;2020T3;48;entre 100 KEuros et 1 MEuros;73%;23/9/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;NETTOYAGE DES LOCAUX ET DES MATERIELS DE PLONGE LAVERIE DES UNITES DE L’EMPRISE MILITAIRE DE MIRAMAS ET NETTOYAGE DU BATIMENT HEBERGEMENT GERE PAR LE CERCLE DE LA BASE DE DEFENSE D’ISTRES/SALON DE PROVENCE, ETABLISSEMENT PUBLIC ADMINISTRATIF, SITUE A MIRAMAS. POSTE 1 : PARTIE SOUTIEN COURANT SUR CREDITS BUDGETAIRES - NETTOYAGE DES LOCAUX ET DES MATERIELS DE PLONGE LAVERIE DES UNITES DE L’EMPRISE MILITAIRE DE MIRAMAS (EM MIRAMAS).;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;PACA;2019T4;36;entre 1 MEuros et 10 MEuros;32%;16/10/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;MISE A DISPOSITION DE CONTENANTS, COLLECTE ET TRAITEMENT DES DIS ET DID;41.06.02;Collecte et traitement déchets dangereux;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T3;48;entre 100 KEuros et 1 MEuros;78%;10/7/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;MAINTENANCE PREVENTIVE ET CURATIVE DES MATERIELS DE RESTAURATION COLLECTIVE -2 lots;41.04.07;Maintenance matériel de restauration;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T3;48;entre 1 MEuros et 10 MEuros;29%;10/7/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Ouest;ELIMINATION DES NUISIBLES -5 LOTS;37.01.06;Dératisation, désinfection, désinsectisation;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T3;48;entre 100 KEuros et 1 MEuros;74%;7/9/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;PRODUITS DE PANIFICATION, PATISSERIE FRAICHE ET GATEAUX.;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;NORMANDIE;2019T1;48;entre 100 KEuros et 1 MEuros;94%;9/3/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;PHOTOCOPIEURS ET MATERIEL D'IMPRESSION OFFSET;39.01.04;Maint copieur, mat multifnc, scan, fax (répar. cons encrage);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T1;48;entre 100 KEuros et 1 MEuros;50%;20/1/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Ouest;LOCATION DE VEHICULES DE TRANSPORT DE MARCHANDISES AVEC CHAUFFEUR.;34.04.03;Location autres véhicules et engins spéciaux (toute durée);Ministériel;Régional ou infra;PAYS DE LA LOIRE;2019T4;48;entre 100 KEuros et 1 MEuros;19%;26/10/2019
Ministère de la Justice;CA AIX-EN-PROVENCE;Nettoyage (1  Lot AJ DIGNE);37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;PACA;2020T1;36;entre 100 KEuros et 1 MEuros;11%;24/2/2020
Ministère de la Justice;CA LIMOGES;Remplacement de toutes les fenêtres et portes extérieures des façades de la cour d'Appel de Limoges;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T1;48;entre 100 KEuros et 1 MEuros;33%;3/1/2019
Ministère de la Justice;CA CHAMBERY;Maintenance multi-technique Savoie-Haute Savoie;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T3;36;entre 100 KEuros et 1 MEuros;64%;15/7/2019
Ministère de la Justice;DIR SUD-EST (Marseille);Interventions pédagogiques à destination des personnes détenues portant sur la communication non violente et le théâtre forum;45.05.02;Services sociaux et d'assistance;Ministériel;Régional ou infra;PACA;2020T4;48;entre 100 KEuros et 1 MEuros;68%;15/11/2020
Ministère de la Justice;CA PARIS;Maintenance multitechnique CPH PARIS - AJ PARIS;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;ILE DE France;2018T4;60;entre 1 MEuros et 10 MEuros;82%;28/12/2018
Ministère de la Justice;DISP CENTRE-EST (Lyon);Maintenance préventive et curative du Centre pénitentiaire de Moulins-Yzeure;45.05.07;Autres prestations et services;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T2;48;entre 1 MEuros et 10 MEuros;19%;13/5/2020
Ministère de la Justice;CA TOULOUSE;Prestations de nettoyage de certaines juridictions de la cour d'appel de Toulouse - Dépt 31;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;OCCITANIE;2020T2;48;entre 1 MEuros et 10 MEuros;72%;9/4/2020
Ministère de la Justice;CA COLMAR;Marché de prestations de nettoyage des juridictions du ressort de la cour d'appel de Colmar (9 lots)- Hors PJ de Strasbourg;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2019T4;48;entre 1 MEuros et 10 MEuros;83%;20/12/2019
